Subject,Start_Date,Start_Time,End_Date,End_Time,Location,All_Day_Event
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01G,03/05/2018,17:30,03/05/2018,18:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,02/05/2018,17:30,02/05/2018,18:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,30/04/2018,17:30,30/04/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
20395 - English for Engineering / 01M01,02/05/2018,11:30,02/05/2018,12:30,Anselm Turmeda Aula A8.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01M01,19/04/2018,18:30,19/04/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01G,03/05/2018,15:30,03/05/2018,16:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01M01,03/05/2018,16:30,03/05/2018,17:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01M01,26/04/2018,18:30,26/04/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21721 - Llenguatges de Programació / 01X02,03/05/2018,12:30,03/05/2018,14:20,Anselm Turmeda Aula Informàtica 2ª planta,False
21714 - Informàtica Gràfica / 01M01,28/03/2018,18:30,28/03/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,28/03/2018,17:30,28/03/2018,18:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,26/03/2018,17:30,26/03/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01G,27/03/2018,15:30,27/03/2018,17:20,Anselm Turmeda Aula A5.Planta primera ala est,False
Vacances de Setmana Santa,29/03/2018,,06/04/2018,,,False
20395 - English for Engineering / 01M01,28/03/2018,11:30,28/03/2018,12:30,Anselm Turmeda Aula A8.Planta primera ala est,False
20395 - English for Engineering / 01G,28/03/2018,08:30,28/03/2018,11:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21721 - Llenguatges de Programació / 01G,27/03/2018,08:30,27/03/2018,10:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01G,27/03/2018,17:30,27/03/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01G,12/04/2018,17:30,12/04/2018,18:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,11/04/2018,17:30,11/04/2018,18:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01M01,11/04/2018,18:30,11/04/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01M01,12/04/2018,18:30,12/04/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01G,10/04/2018,17:30,10/04/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,09/04/2018,17:30,09/04/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01G,12/04/2018,15:30,12/04/2018,16:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01M01,12/04/2018,16:30,12/04/2018,17:20,Anselm Turmeda Aula A5.Planta primera ala est,False
20395 - English for Engineering / 01G,11/04/2018,08:30,11/04/2018,11:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21721 - Llenguatges de Programació / 01X02,12/04/2018,12:30,12/04/2018,14:20,Anselm Turmeda Aula Informàtica 2ª planta,False
21730 - Processos i Qualitat de Software / 01G,10/04/2018,15:30,10/04/2018,17:20,Anselm Turmeda Aula A5.Planta primera ala est,False
Vacances de Setmana Santa,29/03/2018,,06/04/2018,,,False
20395 - English for Engineering / 01M01,11/04/2018,11:30,11/04/2018,12:30,Anselm Turmeda Aula A8.Planta primera ala est,False
21714 - Informàtica Gràfica / 01M01,18/04/2018,18:30,18/04/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21721 - Llenguatges de Programació / 01G,10/04/2018,08:30,10/04/2018,10:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01G,19/04/2018,17:30,19/04/2018,18:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01G,17/04/2018,17:30,17/04/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01G,19/04/2018,15:30,19/04/2018,16:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01M01,19/04/2018,16:30,19/04/2018,17:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,16/04/2018,17:30,16/04/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,18/04/2018,17:30,18/04/2018,18:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21721 - Llenguatges de Programació / 01X02,19/04/2018,12:30,19/04/2018,14:20,Anselm Turmeda Aula Informàtica 2ª planta,False
20395 - English for Engineering / 01M01,18/04/2018,11:30,18/04/2018,12:30,Anselm Turmeda Aula A8.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01G,17/04/2018,15:30,17/04/2018,17:20,Anselm Turmeda Aula A5.Planta primera ala est,False
20395 - English for Engineering / 01G,18/04/2018,08:30,18/04/2018,11:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01G,26/04/2018,17:30,26/04/2018,18:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,25/04/2018,17:30,25/04/2018,18:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21721 - Llenguatges de Programació / 01G,17/04/2018,08:30,17/04/2018,10:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01G,24/04/2018,17:30,24/04/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01M01,26/04/2018,16:30,26/04/2018,17:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01M01,25/04/2018,18:30,25/04/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,23/04/2018,17:30,23/04/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01G,26/04/2018,15:30,26/04/2018,16:20,Anselm Turmeda Aula A5.Planta primera ala est,False
20395 - English for Engineering / 01G,25/04/2018,08:30,25/04/2018,11:20,Anselm Turmeda Aula A8.Planta primera ala est,False
20395 - English for Engineering / 01M01,25/04/2018,11:30,25/04/2018,12:30,Anselm Turmeda Aula A8.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01G,24/04/2018,15:30,24/04/2018,17:20,Anselm Turmeda Aula A5.Planta primera ala est,False
Festa del treball,01/05/2018,,,,,True
21721 - Llenguatges de Programació / 01G,24/04/2018,08:30,24/04/2018,10:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21721 - Llenguatges de Programació / 01X02,26/04/2018,12:30,26/04/2018,14:20,Anselm Turmeda Aula Informàtica 2ª planta,False
20395 - English for Engineering / 01G,02/05/2018,08:30,02/05/2018,11:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01M01,10/05/2018,18:30,10/05/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01M01,09/05/2018,18:30,09/05/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01G,10/05/2018,17:30,10/05/2018,18:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,09/05/2018,17:30,09/05/2018,18:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01M01,10/05/2018,16:30,10/05/2018,17:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,07/05/2018,17:30,07/05/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01G,08/05/2018,17:30,08/05/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01G,10/05/2018,15:30,10/05/2018,16:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01G,08/05/2018,15:30,08/05/2018,17:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21721 - Llenguatges de Programació / 01X02,10/05/2018,12:30,10/05/2018,14:20,Anselm Turmeda Aula Informàtica 2ª planta,False
20395 - English for Engineering / 01M01,09/05/2018,11:30,09/05/2018,12:30,Anselm Turmeda Aula A8.Planta primera ala est,False
21721 - Llenguatges de Programació / 01G,08/05/2018,08:30,08/05/2018,10:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21714 - Informàtica Gràfica / 01M01,23/05/2018,18:30,23/05/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01G,24/05/2018,17:30,24/05/2018,18:20,Anselm Turmeda Aula A5.Planta primera ala est,False
20395 - English for Engineering / 01G,09/05/2018,08:30,09/05/2018,11:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01M01,24/05/2018,18:30,24/05/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,23/05/2018,17:30,23/05/2018,18:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01G,22/05/2018,17:30,22/05/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,21/05/2018,17:30,21/05/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01G,22/05/2018,15:30,22/05/2018,17:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01M01,24/05/2018,16:30,24/05/2018,17:20,Anselm Turmeda Aula A5.Planta primera ala est,False
20395 - English for Engineering / 01M01,23/05/2018,11:30,23/05/2018,12:30,Anselm Turmeda Aula A8.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01G,24/05/2018,15:30,24/05/2018,16:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21721 - Llenguatges de Programació / 01X02,24/05/2018,12:30,24/05/2018,14:20,Anselm Turmeda Aula Informàtica 2ª planta,False
20395 - English for Engineering / 01G,23/05/2018,08:30,23/05/2018,11:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01M01,31/05/2018,18:30,31/05/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21721 - Llenguatges de Programació / 01G,22/05/2018,08:30,22/05/2018,10:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01G,31/05/2018,17:30,31/05/2018,18:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01M01,30/05/2018,18:30,30/05/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,30/05/2018,17:30,30/05/2018,18:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01G,29/05/2018,17:30,29/05/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,28/05/2018,17:30,28/05/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01M01,31/05/2018,16:30,31/05/2018,17:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01G,31/05/2018,15:30,31/05/2018,16:20,Anselm Turmeda Aula A5.Planta primera ala est,False
20395 - English for Engineering / 01M01,30/05/2018,11:30,30/05/2018,12:30,Anselm Turmeda Aula A8.Planta primera ala est,False
21721 - Llenguatges de Programació / 01X02,31/05/2018,12:30,31/05/2018,14:20,Anselm Turmeda Aula Informàtica 2ª planta,False
21714 - Informàtica Gràfica / 01M01,06/06/2018,18:30,06/06/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01G,29/05/2018,15:30,29/05/2018,17:20,Anselm Turmeda Aula A5.Planta primera ala est,False
20395 - English for Engineering / 01G,30/05/2018,08:30,30/05/2018,11:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21721 - Llenguatges de Programació / 01G,29/05/2018,08:30,29/05/2018,10:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,06/06/2018,17:30,06/06/2018,18:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01G,05/06/2018,17:30,05/06/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
20395 - English for Engineering / 01G,06/06/2018,08:30,06/06/2018,11:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,04/06/2018,17:30,04/06/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01G,05/06/2018,15:30,05/06/2018,17:20,Anselm Turmeda Aula A5.Planta primera ala est,False
20395 - English for Engineering / 01M01,06/06/2018,11:30,06/06/2018,12:30,Anselm Turmeda Aula A8.Planta primera ala est,False
Examen 21721 - Llenguatges de Programació / 01G,07/06/2018,16:00,07/06/2018,20:00,,False
21721 - Llenguatges de Programació / 01G,05/06/2018,08:30,05/06/2018,10:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01G,17/05/2018,17:30,17/05/2018,18:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,16/05/2018,17:30,16/05/2018,18:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01G,15/05/2018,17:30,15/05/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,14/05/2018,17:30,14/05/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01M01,17/05/2018,16:30,17/05/2018,17:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01G,15/05/2018,15:30,15/05/2018,17:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01G,17/05/2018,15:30,17/05/2018,16:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21721 - Llenguatges de Programació / 01X02,17/05/2018,12:30,17/05/2018,14:20,Anselm Turmeda Aula Informàtica 2ª planta,False
20395 - English for Engineering / 01M01,16/05/2018,11:30,16/05/2018,12:30,Anselm Turmeda Aula A8.Planta primera ala est,False
Examen 21714 - Informàtica Gràfica / 01G,04/07/2018,09:00,04/07/2018,13:00,,False
Període no lectiu,01/08/2018,,31/08/2018,,,False
21721 - Llenguatges de Programació / 01G,15/05/2018,08:30,15/05/2018,10:20,Anselm Turmeda Aula A8.Planta primera ala est,False
20395 - English for Engineering / 01G,16/05/2018,08:30,16/05/2018,11:20,Anselm Turmeda Aula A8.Planta primera ala est,False
Examen 21721 - Llenguatges de Programació / 01G,03/07/2018,09:00,03/07/2018,13:00,,False
Examen 21730 - Processos i Qualitat de Software / 01G,04/07/2018,09:00,04/07/2018,13:00,,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01M01,22/03/2018,18:30,22/03/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01M01,21/03/2018,18:30,21/03/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01G,22/03/2018,17:30,22/03/2018,18:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01G,20/03/2018,17:30,20/03/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01M01,22/03/2018,16:30,22/03/2018,17:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,19/03/2018,17:30,19/03/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,21/03/2018,17:30,21/03/2018,18:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01M01,22/02/2018,18:30,22/02/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,21/02/2018,17:30,21/02/2018,18:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01M01,21/02/2018,18:30,21/02/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01G,22/02/2018,17:30,22/02/2018,18:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01G,20/02/2018,17:30,20/02/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01G,22/02/2018,15:30,22/02/2018,16:20,Anselm Turmeda Aula A5.Planta primera ala est,False
,22/02/2018,16:30,22/02/2018,17:20,,False
21726 - Base de Dades II / 01G,11/01/2018,15:30,11/01/2018,16:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21748 - Seguretat en Sistemes Informàtics / 01M01,10/01/2018,16:30,10/01/2018,17:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21726 - Base de Dades II / 01M01,11/01/2018,16:30,11/01/2018,17:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21748 - Seguretat en Sistemes Informàtics / 01G,10/01/2018,15:30,10/01/2018,16:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21726 - Base de Dades II / 01G,08/01/2018,15:30,08/01/2018,17:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21722 - Intel·ligència Artificial / 01G,11/01/2018,12:30,11/01/2018,14:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21710 - Teoria de la Computació / 01G,12/01/2018,12:30,12/01/2018,14:20,Anselm Turmeda Aula A2. Planta baixa ala est,False
21748 - Seguretat en Sistemes Informàtics / 01G,09/01/2018,15:30,09/01/2018,17:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21713 - Comunicacions de Dades i Xarxes / 01G,10/01/2018,08:30,10/01/2018,10:20,Anselm Turmeda Aula A2. Planta baixa ala est,False
21713 - Comunicacions de Dades i Xarxes / 01G,12/01/2018,11:30,12/01/2018,12:20,Anselm Turmeda Aula A2. Planta baixa ala est,False
21710 - Teoria de la Computació / 01X01,08/01/2018,12:30,08/01/2018,13:20,Anselm Turmeda Aula A2. Planta baixa ala est,False
21713 - Comunicacions de Dades i Xarxes / 01X02,12/01/2018,10:30,12/01/2018,11:20,Anselm Turmeda Aula A2. Planta baixa ala est,False
21723 - Gestió de Projectes / 01G,11/01/2018,10:30,11/01/2018,12:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21710 - Teoria de la Computació / 01G,08/01/2018,11:30,08/01/2018,12:20,Anselm Turmeda Aula A2. Planta baixa ala est,False
21722 - Intel·ligència Artificial / 01X01,09/01/2018,09:30,09/01/2018,10:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21723 - Gestió de Projectes / 01X03,10/01/2018,10:30,10/01/2018,12:20,Anselm Turmeda Aula A8.Planta primera ala est,False
Lliurament 21713 - Comunicacions de Dades i Xarxes / 01G,12/01/2018,,,,,True
21722 - Intel·ligència Artificial / 01G,09/01/2018,08:30,09/01/2018,09:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21726 - Base de Dades II / 01M01,14/09/2017,16:30,14/09/2017,17:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21710 - Teoria de la Computació / 01G,15/09/2017,12:30,15/09/2017,14:20,Anselm Turmeda Aula A2. Planta baixa ala est,False
Lliurament 21723 - Gestió de Projectes / 01G,08/01/2018,,,,,True
21748 - Seguretat en Sistemes Informàtics / 01M01,13/09/2017,16:30,13/09/2017,17:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21748 - Seguretat en Sistemes Informàtics / 01G,13/09/2017,15:30,13/09/2017,16:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21726 - Base de Dades II / 01G,14/09/2017,15:30,14/09/2017,16:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21722 - Intel·ligència Artificial / 01G,14/09/2017,12:30,14/09/2017,14:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21713 - Comunicacions de Dades i Xarxes / 01G,15/09/2017,11:30,15/09/2017,12:20,Anselm Turmeda Aula A2. Planta baixa ala est,False
"Examen 21713 - Comunicacions de Dades i Xarxes / 01G, 02G",17/01/2018,16:00,17/01/2018,20:00,,False
21713 - Comunicacions de Dades i Xarxes / 01X02,15/09/2017,10:30,15/09/2017,11:20,Anselm Turmeda Aula A2. Planta baixa ala est,False
21713 - Comunicacions de Dades i Xarxes / 01G,13/09/2017,08:30,13/09/2017,10:20,Anselm Turmeda Aula A2. Planta baixa ala est,False
21723 - Gestió de Projectes / 01X03,13/09/2017,10:30,13/09/2017,12:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21723 - Gestió de Projectes / 01G,14/09/2017,10:30,14/09/2017,12:20,Anselm Turmeda Aula A8.Planta primera ala est,False
Examen 21723 - Gestió de Projectes / 01G,18/01/2018,16:00,18/01/2018,20:00,,False
"Examen 21710 - Teoria de la Computació / 01G, 02G",15/01/2018,16:00,15/01/2018,20:00,,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01M01,15/02/2018,18:30,15/02/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,12/02/2018,17:30,12/02/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01G,13/02/2018,17:30,13/02/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01G,15/02/2018,17:30,15/02/2018,18:20,,False
21730 - Processos i Qualitat de Software / 01M01,15/02/2018,16:30,15/02/2018,17:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01M01,14/02/2018,18:30,14/02/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01G,13/02/2018,15:30,13/02/2018,17:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01G,15/02/2018,15:30,15/02/2018,16:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21721 - Llenguatges de Programació / 01G,13/02/2018,08:30,13/02/2018,10:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21721 - Llenguatges de Programació / 01X02,15/02/2018,12:30,15/02/2018,14:20,Anselm Turmeda Aula Informàtica 2ª planta,False
21714 - Informàtica Gràfica / 01M01,28/02/2018,18:30,28/02/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
20395 - English for Engineering / 01G,14/02/2018,08:30,14/02/2018,11:20,Anselm Turmeda Aula A8.Planta primera ala est,False
20395 - English for Engineering / 01M01,14/02/2018,11:30,14/02/2018,12:30,Anselm Turmeda Aula A8.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,28/02/2018,17:30,28/02/2018,18:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01G,27/02/2018,17:30,27/02/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,26/02/2018,17:30,26/02/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01G,27/02/2018,15:30,27/02/2018,17:20,Anselm Turmeda Aula A5.Planta primera ala est,False
20395 - English for Engineering / 01G,28/02/2018,08:30,28/02/2018,11:20,Anselm Turmeda Aula A8.Planta primera ala est,False
Examen 21748 - Seguretat en Sistemes Informàtics / 01G,09/02/2018,16:00,09/02/2018,20:00,,False
21721 - Llenguatges de Programació / 01G,27/02/2018,08:30,27/02/2018,10:20,Anselm Turmeda Aula A8.Planta primera ala est,False
20395 - English for Engineering / 01M01,28/02/2018,11:30,28/02/2018,12:30,Anselm Turmeda Aula A8.Planta primera ala est,False
Examen 21726 - Base de Dades II / 01G,07/02/2018,16:00,07/02/2018,20:00,,False
Dia de les Illes Balears,01/03/2018,,,,,True
Examen 21722 - Intel·ligència Artificial / 01G,08/02/2018,16:00,08/02/2018,20:00,,False
"Examen 21713 - Comunicacions de Dades i Xarxes / 01G, 02G",06/02/2018,09:00,06/02/2018,13:00,,False
Examen 21748 - Seguretat en Sistemes Informàtics / 01G,26/01/2018,09:00,26/01/2018,13:00,,False
Examen 21723 - Gestió de Projectes / 01G,06/02/2018,16:00,06/02/2018,20:00,,False
21730 - Processos i Qualitat de Software / 01G,20/02/2018,15:30,20/02/2018,17:20,Anselm Turmeda Aula A5.Planta primera ala est,False
Examen 21726 - Base de Dades II / 01G,24/01/2018,16:00,24/01/2018,20:00,,False
21721 - Llenguatges de Programació / 01X02,22/02/2018,12:30,22/02/2018,14:20,Anselm Turmeda Aula Informàtica 2ª planta,False
"Examen 21710 - Teoria de la Computació / 01G, 02G",05/02/2018,09:00,05/02/2018,13:00,,False
Examen 21722 - Intel·ligència Artificial / 01G,22/01/2018,09:00,22/01/2018,13:00,,False
21721 - Llenguatges de Programació / 01G,20/02/2018,08:30,20/02/2018,10:20,Anselm Turmeda Aula A8.Planta primera ala est,False
20395 - English for Engineering / 01M01,21/02/2018,11:30,21/02/2018,12:30,Anselm Turmeda Aula A8.Planta primera ala est,False
21714 - Informàtica Gràfica / 01M01,14/03/2018,18:30,14/03/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
20395 - English for Engineering / 01G,21/02/2018,08:30,21/02/2018,11:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,14/03/2018,17:30,14/03/2018,18:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01G,15/03/2018,17:30,15/03/2018,18:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01G,13/03/2018,17:30,13/03/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
